Username,Message,Character Count,Retweet Count,Like Count,Total Actions,Type
CompanyJ_1185,The two minute GridironHeights Super Bowl special drops Thursday at 8pm ET ,75,63,517,580,photo
CompanyJ_1186,Russ had the whole team recreating his euro ,44,5014,22873,27887,video
CompanyJ_1187,Luka Trae Kuz and Tatum headline this year s MTNDEWICERisingStars Full rosters ,79,198,1719,1917,photo
CompanyJ_1188,Rams WR Brandin Cooks gifting the team custodian with a pair of tickets to the Super Bowl is what it s all about via RamsNFL ,125,27441,128025,155466,video
CompanyJ_1189,Delly mic d up ,15,3283,22079,25362,video
CompanyJ_1190,Jah is really ballin out again ,31,2750,18056,20806,video
CompanyJ_1191,J Cole will perform at halftime of the NBA All Star Game in his home state of North Carolina ,93,8817,40084,48901,photo
CompanyJ_1192,James Harden went 11 32 tonight But he still scored 37 points and extended his 30 point streak to 24 ,101,633,5299,5932,photo
CompanyJ_1193,AD may have requested a trade but he s still helping out the Pels coaching staff ,81,471,4256,4727,video
CompanyJ_1194,Harden thought he got fouled so he just ran out of bounds ,58,1406,8843,10249,video
CompanyJ_1195,Rudy Gay called game ,21,3043,12491,15534,video
CompanyJ_1196,Jimmy ,6,2927,13678,16605,video
CompanyJ_1197,Ingram stood over Corey Brewer and laughed ,43,8182,36266,44448,video
CompanyJ_1198,Pop was not happy with the Spurs after their 126 124 win over the Suns Phoenix got robbed via EvanClosky ,105,812,5585,6397,video
CompanyJ_1199,Scary fall for Joel Embiid Hoping he s ok ,42,558,6188,6746,video
CompanyJ_1200,PSG confirm Neymar s injury will keep him out for 10 weeks He will miss both UCL games against Manchester United and the quarter finals if PSG go through ,154,212,1431,1643,photo
CompanyJ_1201,Anthony Davis is putting up a stat line we haven t seen since Kareem in 1972 73 Has any player who s ever been traded been as good as he is right now ,150,215,1827,2042,photo
CompanyJ_1202,Ingram really did that via ashleysung IG ,41,11713,54468,66181,video
CompanyJ_1203,Ed Reed is staying humble with his Pro Football HOF nomination Just being in that talk is enough for me ford ,109,444,2656,3100,video
CompanyJ_1204,Jimmy Butler picks his soccer GOAT via brfootball ,50,466,3604,4070,photo
CompanyJ_1205, Mike Jones made the tackle 19 years ago today the Rams LB stopped Kevin Dyson on the last play of Super Bowl XXXIV The Greatest Show on Turf won the title on a defensive play via NFLGameDay ,191,1373,6966,8339,video
CompanyJ_1206,Greatest champion Russell Leading scorer Kareem Most dominant Wilt Shaq Embiid and others are asking Why does the GOAT always have to be a guard ,145,647,3700,4347,photo
CompanyJ_1207,Talk your talk then JoelEmbiid ,31,1492,10117,11609,photo
CompanyJ_1208,Jason Frederick who plays on a basketball team for kids with special needs hits an incredible 3 with a celebration to match via calmaxpack ,139,937,6378,7315,video
CompanyJ_1209,Pelicans GM Dell Demps isn t ready to engage in trade talks regarding AD yet so he s not picking up his phone per mcten ,120,436,2537,2973,photo
CompanyJ_1210,Brandin Cooks already won Super Bowl week with this gesture ,60,617,4903,5520,video
CompanyJ_1211,Shaq finds it disrespectful LeBron has jumped Kobe in the GOAT convo ,69,4839,14097,18936,photo
CompanyJ_1212,Lonzo Ball s preference would be for the Lakers to find a third team for him like Chicago or New York if he s included in a trade deal for Anthony Davis per taniaganguli ,170,1172,7046,8218,photo
CompanyJ_1213,Comeback 6 1 win via brfootball ,32,1130,6824,7954,photo
CompanyJ_1214,Gronk hinting at retirement ,28,452,4602,5054,photo
CompanyJ_1215,Two Hornets aren t enough to stop Tatum ,40,846,6484,7330,video
CompanyJ_1216,Dirk s loved everywhere ,24,1181,9313,10494,video
CompanyJ_1217,Dirk had some big career nights at the Garden ,46,1198,6072,7270,video
CompanyJ_1218,The Pels already took AD out of their intro vid Petty ,54,1039,4937,5976,video
CompanyJ_1219,Kevin Garnett is STILL making money from his Celtics contract 5M a year until 2024 turbotax ,92,6388,22687,29075,video
CompanyJ_1220, We want Kanter chants turn into Enes kissing MSG s logo when checking in after a few DNP ,90,641,4597,5238,video
CompanyJ_1221,Sheesh Tatum ,13,5694,32350,38044,video
CompanyJ_1222,Pelicans have no interest in trading AD to the Lakers right now per wojespn ,76,1670,8773,10443,photo
CompanyJ_1223,Jarvis Landry s going with the Rams to win the big game on Sunday Super Bowl episode of simmsandlefkoe drops Friday at 5pm et ,126,46,437,483,video
CompanyJ_1224,Jokic stay running up on the ref ,33,198,2072,2270,video
CompanyJ_1225,Dirk put up a season high 14 points tonight and the MSG crowd was loving it ,76,1563,11621,13184,video
CompanyJ_1226,KAT BALLGAME ,13,1229,8174,9403,video
CompanyJ_1227,CJ making shots without even trying via NBA ,44,435,4114,4549,video
CompanyJ_1228,Reunited ,9,9707,58266,67973,photo
CompanyJ_1229, If this is it I m gonna miss you guys Dirk stayed after all his teammates to sign autographs for the MSG locker room attendants via townbrad ,142,1149,10113,11262,video
CompanyJ_1230,Bagley GOT UP ,14,344,3283,3627,video
CompanyJ_1231,Vince was tight about the foul till he realized he taught Giles the move ,73,4894,33830,38724,video
CompanyJ_1232,Happy birthday Jackie Robinson The Major League Baseball legend would have been 100 today ,90,14169,62204,76373,photo
CompanyJ_1233,Will the Patriots win their 6th ring Will Brady win his 5th MVP Super Bowl LIII picks and predictions ,102,102,976,1078,photo
CompanyJ_1234,McVay and the Rams are riding high heading to the Super Bowl turbotax ,70,225,1401,1626,video
CompanyJ_1235,16 year old Zaire Wade has been putting in work ,48,2373,12831,15204,video
CompanyJ_1236,Jimmy Butler sat down with B R and addressed everything On free agency I don t even know what I m going to have for lunch tomorrow On bullying KAT I don t think that s a good choice of words ,191,187,1413,1600,photo
CompanyJ_1237,JuJu on the Steelers next season We need to stop being Kardashians and just play ball per FirstTake ,100,2398,18466,20864,photo
CompanyJ_1238,Kristaps Porzingis expressed his concern about losing and team direction in a meeting with Knicks management today per wojespn ,127,829,5525,6354,photo
CompanyJ_1239,Magic Johnson presented Dell Demps five different trade scenarios is waiting to hear back which he s most interested in per BA_Turner ,134,1612,6145,7757,photo
CompanyJ_1240,In today s meeting with management Kristaps Porzingis gave the Knicks the impression that he prefers to be traded per wojespn ,126,1276,6994,8270,photo
CompanyJ_1241,Wonder how he s feeling right now ,34,359,2412,2771,photo
CompanyJ_1242,The Nets Clippers Heat Spurs and Raptors are all interested in exploring trades for Kristaps Porzingis per wojespn ,115,641,3283,3924,photo
CompanyJ_1243,New Orleans should trade Anthony Davis in July and not a minute sooner according to HowardBeck ,95,262,1719,1981,video
CompanyJ_1244,The Knicks are finalizing a deal to send Kristaps Porzingis to the Mavs per ShamsCharania ,90,4218,12762,16980,photo
CompanyJ_1245,,0,3065,13833,16898,photo
CompanyJ_1246,Last time Luka and Porzingis were on the same court ,52,1162,6494,7656,photo
CompanyJ_1247,Knicks would get Dennis Smith Jr and expiring contracts of DeAndre Jordan and Wes Matthews in the proposed trade per TheSteinLine ,130,958,3893,4851,photo
CompanyJ_1248,Tryna process everything that s going on in the NBA right now ,62,5699,17995,23694,photo
CompanyJ_1249, Save my spot on the plane tonight ,35,3374,15242,18616,photo
CompanyJ_1250,Knicks fans right now ,22,12136,34627,46763,video
CompanyJ_1251,Porzingis will inform the Mavs of his intention to sign a qualifying offer in restricted free agency per ShamsCharania Which means he s going to be an UFA in 2020 ,163,805,4006,4811,photo
CompanyJ_1252,New York s only hope ,21,2255,10418,12673,photo
CompanyJ_1253, ,1,8418,31266,39684,video
CompanyJ_1254,Rough week for these kids via MattEstreich ,43,1574,8900,10474,photo
CompanyJ_1255,New duo in Dallas ,18,9252,41903,51155,photo
CompanyJ_1256,J Cole approves of the trade ,29,695,5689,6384,photo
CompanyJ_1257,3x Super Bowl Champ and 5x Pro Bowler Ty Law says the Pats built their dynasty on defense before Brady became the GOAT Ford ,124,75,494,569,video
CompanyJ_1258,Old school New school Kristaps has new threads and a new mentor from B R and americanexpress ,93,474,3375,3849,video
CompanyJ_1259,Your 2019 Eastern Conference NBAAllStar Reserves ,49,632,2449,3081,photo
CompanyJ_1260,Your 2019 Western Conference NBAAllStar Reserves ,49,634,2355,2989,photo
CompanyJ_1261,Rudy Gobert misses out on a 1M bonus for not being selected to the All Star game per BobbyMarks42 ,98,485,2772,3257,photo
CompanyJ_1262, Well this is awkward ,22,1181,8404,9585,link
CompanyJ_1263,Chuck was heated over the AD trade request We cannot have players and agents colluding to stack super teams via NBAonTNT ,121,1536,7907,9443,video
CompanyJ_1264,Who got robbed ,15,872,6909,7781,photo
CompanyJ_1265,Jokic s nickname is officially Big Honey now via NBAonTNT ,58,407,2430,2837,video
CompanyJ_1266,Tom Brady is Thanos and he just found the final Infinity Stone GridironHeights x Super Bowl special playstation ,112,6979,16440,23419,video
CompanyJ_1267,LeBron is back ,15,24079,62474,86553,video
CompanyJ_1268,Is this the moment Luka found out he didn t make the NBAAllstar team ,69,1528,10243,11771,video
CompanyJ_1269,And so it begins ,17,441,4217,4658,link
CompanyJ_1270,Spurs fans started a Manu chant after Bats took over the court ,63,1797,8576,10373,video
CompanyJ_1271,DSJ and DeAndre get a new look for their next game in MSG from B R and americanexpress ,87,349,2390,2739,video
CompanyJ_1272,Emotional moment for KarlTowns and his family after finding out he s been selected for his 2nd All Star game via ChuckyAnthony ,127,1041,6274,7315,video
CompanyJ_1273,Checking in on Reggie and Blake in Detroit ,43,4283,22133,26416,video
CompanyJ_1274,Nets really made Rondae sit all the way over there ,51,520,4294,4814,video
CompanyJ_1275,It really is too easy for Steph ,32,583,4310,4893,video
CompanyJ_1276,Boogie staredown Embiid is having none of that ,47,1077,8237,9314,video
CompanyJ_1277, ,1,1463,8403,9866,photo
CompanyJ_1278,Embiid threw down a windmill and Boogie was impressed ,54,926,7631,8557,video
CompanyJ_1279,Tyson drew a chalk line around Rondo like it was a crime scene ,63,1672,13110,14782,video
CompanyJ_1280,Draymond went all out to defend Boogie after controversial call ,64,605,4797,5402,video
CompanyJ_1281,Bron just pulled off the Harden step back ,42,4434,27383,31817,video
CompanyJ_1282,Lance always living his best life ,34,3754,18872,22626,video
CompanyJ_1283,El Clasico in the Copa del Rey semifinals ,42,219,1197,1416,photo
CompanyJ_1284,Julius Peppers has announced his retirement from the NFL after 17 years in the league Incredible career for the Panthers DE No 2 Draft Pick in 2002 NFL DROY 9x Pro Bowl 3x First Team All Pro 2000s All Decade team No 4 in NFL Career Sacks 159 5 ,244,6963,36568,43531,photo
CompanyJ_1285,The Patriots are coming TurboTax ,33,289,1288,1577,video
CompanyJ_1286,The NFL is the only major league that crowns its champion on a neutral site but players and fans deserve home field advantage ,126,175,1239,1414,video
CompanyJ_1287,Utah and Memphis have had exploratory discussions on a potential swap that includes Mike Conley and Ricky Rubio per TheSteinLine ,129,598,2962,3560,photo
CompanyJ_1288,The 6 biggest snubs from this year s NBA All Star roster ,57,66,731,797,photo
CompanyJ_1289,Kyrie Irving when asked about his future with the Celtics Oct 4 2018 If you guys will have me back I plan on re signing here Feb 1 2019 Ask me July 1 I don t owe anybody s t ,174,12712,54344,67056,photo
CompanyJ_1290,Boston isn t a preferred destination for Anthony Davis but remains a rental option per ShamsCharania ,101,796,4369,5165,photo
CompanyJ_1291,Either the Knicks are getting Kevin Durant or they just made the worst trade in history According to a rival exec it s option 1 They re pretty sure they re getting KD ,167,852,3746,4598,photo
CompanyJ_1292,Oh ,3,4441,23392,27833,photo
CompanyJ_1293,Ty Law is knocking on the Hall of Fame s door partly because he spent his life learning from a Hall of Famer Ford ,114,61,377,438,video
CompanyJ_1294,Anthony Davis is focused on the Lakers as his top trade destination while also listing the Knicks as a preferred landing spot per ShamsCharania ,144,1847,7733,9580,photo
CompanyJ_1295,Legendary skier Lindsey Vonn has called it a career 82 World Cup wins 20 World Cup titles 3 Olympic medals ,107,667,6142,6809,photo
CompanyJ_1296,The NBA has added Dirk Nowitzki and Dwyane Wade as special roster additions to play in the All Star Game ,105,5206,26632,31838,photo
CompanyJ_1297,JR fanning the flames ,22,704,3918,4622,photo
CompanyJ_1298,You think you eat a lot of wings on Super Bowl Sunday Full time competitive eater Molly Schuyler once ate 501 in 30 mins without chewing ,137,99,518,617,photo
CompanyJ_1299,Blake went full Jackie Moon via shaqtin ,40,7095,27029,34124,video
CompanyJ_1300,Rudy Gobert left in tears while discussing his All Star snub via tribjazz ,74,2126,13385,15511,video
CompanyJ_1301,Anthony Davis spoke on the trade rumors It s my time I feel like I gave this city all I could Intends to play this season when he s healthy We never wanted it go public via _Andrew_Lopez ,187,521,2817,3338,photo
CompanyJ_1302,10 years ago today Steelers vs Cardinals in Super Bowl XLIII became an instant classic via NFLThrowback ,104,2538,10591,13129,video
CompanyJ_1303, Hopefully he just plays like he used to before I taught him everything Bragging rights are on the line for former Bulldogs Todd Gurley and Sony Michel ,152,637,3493,4130,video
CompanyJ_1304,Super Bowl LIII is already one for the record books ,52,447,3173,3620,video
CompanyJ_1305,Four years ago today Malcolm Butler made one of the greatest plays in football history after the Seahawks chose not to run the ball via nflthrowback ,149,1386,6537,7923,video
CompanyJ_1306,D Angelo Russell has been selected to replace Victor Oladipo as a reserve in the All Star game per ShamsCharania ,113,4269,20835,25104,photo
CompanyJ_1307,In 2017 Magic Johnson said the Lakers needed a leader and traded D Lo Russell this year Career high PPG 19 6 Career high AST 6 4 Nets in the playoff race First All Star berth ,175,11713,52651,64364,photo
CompanyJ_1308,Gobert heard Draymond talking ,30,3012,15392,18404,photo
CompanyJ_1309,Triple H said there could be a future for Gronk in WWE ,55,322,2390,2712,photo
CompanyJ_1310,Rick Pitino says former Grizzlies guard Nick Calathes is a better passer than Magic Johnson and Larry Bird via EuroLeague ,122,279,1622,1901,video
CompanyJ_1311,New drill alert via SUNYAdkBaseball ,36,816,4326,5142,video
CompanyJ_1312,AD speaks ,10,3146,18024,21170,photo
CompanyJ_1313,Giannis working on his range Via jdrpeterson ,45,431,3667,4098,video
CompanyJ_1314,Never seen a game of dodgeball end like this via manuel1532011 ,63,598,3070,3668,video
CompanyJ_1315,Kristaps Porzingis unlikely to play for Mavericks this season as he continues recovery from torn ACL last year per espn_macmahon ,129,353,2594,2947,photo
CompanyJ_1316, ochocinco s reaction to finding out terrellowens middle name is Eldorado caesarspalace Simmsandlefkoe The Show Super Bowl special ,131,343,1503,1846,video
CompanyJ_1317,The NBA has taken over Super Bowl week AD s public trade request Porzingis trade Kyrie Bron reunion rumors Pelicans ignoring Lakers Kyrie KD Knicks buzz Bron s return from injury Warriors and Gobert fighting All Star reserves replacements ,239,2926,12475,15401,photo
CompanyJ_1318, ,1,5624,31089,36713,photo
CompanyJ_1319, We want Kyrie chants took over MSG via JakeKilgore ,52,1284,7250,8534,video
CompanyJ_1320,MSG let it be known for Kyrie ,30,701,4795,5496,video
CompanyJ_1321,Kyrie calls out to dad to get jersey after game at MSG ,55,3659,23236,26895,video
CompanyJ_1322,This Russ mug ,14,2641,15491,18132,video
CompanyJ_1323,PG x D Wade jersey exchange ,28,5395,33635,39030,video
CompanyJ_1324,PG continued his hot streak with 43 PTS vs the Heat ,52,1265,7674,8939,video
CompanyJ_1325,What you gonna do KingJames ,28,1444,13918,15362,photo
CompanyJ_1326,James Harden kept his 30 PTS streak alive with this last second 3 making it 25 games straight He s now tied with Wilt Chamberlain for 3rd longest streak in NBA history ,168,643,4311,4954,video
CompanyJ_1327,Lakers first offer to Pelicans for AD per wojespn Lonzo Ball Kyle Kuzma Rajon Rondo Michael Beasley 1st round pick ,115,3608,17569,21177,photo
CompanyJ_1328, ,1,2086,15158,17244,photo
CompanyJ_1329,They REALLY committed to this kiss cam competition ,51,969,8058,9027,video
CompanyJ_1330,Who s winning OROY Saquon or Baker via thecheckdown ,52,1094,10545,11639,photo
CompanyJ_1331,After NY traded away Porzingis RJ Barrett could be a better fit than Zion Best fits for top prospects of the 2019 class ,120,223,2087,2310,photo
CompanyJ_1332,If the Pats can exploit the Rams Achilles Heel they ll be lifting the Lombardi Trophy on Sunday ,96,184,1368,1552,video
CompanyJ_1333, OBJ dressed up as a crossing guard and these fans had no idea via simmsandlefkoe ,82,11019,42702,53721,video
CompanyJ_1334,AIR ZION via CBSSports ,23,1394,7268,8662,video
CompanyJ_1335,Eight Straight Messi is on fire ,32,180,1372,1552,photo
CompanyJ_1336,Usain Bolt just tied the NFL record for fastest 40 yard dash without spikes via simoncrosse ,92,8024,37137,45161,video
CompanyJ_1337,Dabo Swinney surprised the Clemson equipment manager with 2 tickets to the Super Bowl His reaction was perfect via ClemsonFB ,125,1943,7894,9837,video
CompanyJ_1338,Pats owner Robert Kraft joined Cardi B on stage during her performance via TaylorRooks ,87,2862,11536,14398,video
CompanyJ_1339,Every year the Pro Football HoF president knocks on players doors to let them know they ve made the Hall of Fame This year he s knocking on the greatest fans doors too Ford ,173,163,1025,1188,video
CompanyJ_1340,Vince had some wise words for Rudy Via utahjazz ,48,1264,10029,11293,video
CompanyJ_1341,17 goals Serie A s leading scorer via brfootball ,49,254,1693,1947,photo
CompanyJ_1342,Saquon takes home Offensive Rookie of the Year ,47,3856,18057,21913,photo
CompanyJ_1343,Patrick Mahomes is the 2018 NFL Offensive Player of the Year ,61,2139,15212,17351,photo
CompanyJ_1344,JuJu Travis Kelce Emmitt Smith and others test their Rams and Patriots knowledge in Back Up or Made Up ahead of Super Bowl LIII ,128,125,837,962,video
CompanyJ_1345,Chicago s Matt Nagy is the 2018 NFL Coach of the Year ,54,1219,7406,8625,photo
CompanyJ_1346,Ed Reed and Tony Gonzalez headline the 2019 Pro Football Hall of Fame Class Rest of the class Champ Bailey Pat Bowlen Gil Brandt Ty Law Kevin Mawae Johnny Robinson ,164,956,4090,5046,photo
CompanyJ_1347,Andrew Luck is the 2018 NFL Comeback Player of the Year QB missed all of 2017 but returned to throw the second most TDs of his career ,134,963,6567,7530,photo
CompanyJ_1348,Aaron Donald is the 2018 NFL Defensive Player of the Year ,58,1344,7363,8707,photo
CompanyJ_1349,Patrick Mahomes is the 2018 Most Valuable Player ,49,6140,26770,32910,photo
CompanyJ_1350,LeBron James is out against the Warriors tonight due to load management per ChrisBHaynes ,89,908,4682,5590,photo
CompanyJ_1351,Eagles DE Chris Long is the 2018 Walter Payton NFL Man of the Year ,67,2989,22280,25269,photo
CompanyJ_1352,Satoranský ended Brook Lopez 45 seconds into the game ,54,712,3560,4272,video
CompanyJ_1353,Klay Thompson will not participate in 3 Point Contest in Charlotte at All Star Weekend per ChrisBHaynes ,104,246,2013,2259,photo
CompanyJ_1354,10 years ago today Kobe dropped 61 at The Garden At the time he was clashing with Spike Lee over control of a documentary After setting the MSG record Mamba said he wanted to stop Spike from talking ,199,1818,8422,10240,photo
CompanyJ_1355,Luka is now doing the Harden step back ,39,6563,35510,42073,video
CompanyJ_1356,Giannis pulled up from 3 and airballed badly ,45,422,3502,3924,video
CompanyJ_1357,DJ Augustin had Shabazz FROZEN ,31,849,3661,4510,video
CompanyJ_1358,Two time NBA champion JaVale McGee Never forget via warriors ,61,1173,8252,9425,video
CompanyJ_1359,Who needs Manu when you have The Coyote ,40,2076,8140,10216,video
CompanyJ_1360,Views from Mount Zion ,22,1075,6631,7706,photo
CompanyJ_1361,Block Steal Bucket Jah s rebirth for NOLA continues ,52,515,3794,4309,video
CompanyJ_1362,This Kemba move had the Hornets bench in disbelief ,51,2769,17261,20030,video
CompanyJ_1363,From the bottom to the top ,27,39,200,239,photo
CompanyJ_1364,From the bottom to the top ,27,978,6090,7068,photo
CompanyJ_1365,The Rams had a top three rushing offense and didn t miss a beat without Gurley They are the FordTrucks Offensive Line of the Year ,130,69,368,437,video
CompanyJ_1366,Harden had Rubio wobbling with this step back ,46,625,3217,3842,video
CompanyJ_1367,Boogie caught a BODY then got tech d for the staredown via wyattrt3 ,68,1307,6807,8114,video
CompanyJ_1368,The Boogie poster in slow mo is cinematic ,42,4668,21728,26396,video
CompanyJ_1369,Lakers fans infiltrated Oracle and tried to recruit Klay ,57,489,3686,4175,video
CompanyJ_1370,KD and Josh Hart threw the ball at each other Both got T ed up immediately ,75,598,4585,5183,video
CompanyJ_1371, We re gonna keep your legacy alive forever Watching these Hall of Famers get the news is amazing Ford ,103,420,2169,2589,video
CompanyJ_1372,Steph clowns Warriors owner and coaches for not wanting to work during All Star Weekend via stephencurry30 IG ,110,444,3461,3905,video
CompanyJ_1373,James Harden tonight 43 PTS 12 REB 5 AST 6 STL 4 BLK 12 22 FG 15 15 FT W ,73,1239,8136,9375,photo
CompanyJ_1374,Jokic looking like TB 12 on his 10th assist of the night ,57,464,3915,4379,video
CompanyJ_1375,Willie Trill threw down on Embiid ,34,643,3791,4434,video
CompanyJ_1376,This Shaquem Griffin speech via NFL ,36,18162,60437,78599,photo
CompanyJ_1377,Porzingis leaves Knicks fans with a warning on his IG story The city deserves better than that STAY WOKE ,105,938,6349,7287,photo
CompanyJ_1378,Several veteran Lakers including Michael Beasley had an emotionally charged verbal exchange with Luke Walton after Warriors loss stopped short of getting physical per ShamsCharania ,181,2094,8622,10716,photo
CompanyJ_1379,NOLA considering to make counteroffer that includes two first round picks and adds a Pelicans player to the deal per taniaganguli and BA_Turner ,144,547,2556,3103,photo
CompanyJ_1380,SUPER BOWL SUNDAY ,18,1289,6319,7608,photo
CompanyJ_1381,Odell really introduced Saquon for ROTY as SaQuads via Giants ,62,2351,16748,19099,photo
CompanyJ_1382,Paul Rudd suited up READY to announce Mahomes MVP via thecheckdown ,67,497,4874,5371,photo
CompanyJ_1383,LIII ,5,521,2381,2902,video
CompanyJ_1384,Tim Weah assisted Celtic s first goal just 4 minutes after subbing on and then scored their second too via brfootball ,118,615,5204,5819,video
CompanyJ_1385,Feb 3 2002 Pats defeat Rams in Super Bowl XXXVI 20 17 and begin their dynasty SINCE Rams 111 160 1 Patriots 4 Super Bowls Feb 3 2019 Rams vs Patriots again ,156,420,1887,2307,photo
CompanyJ_1386,Ed Reed credits his incredible family and friends for his road to the ProFootballHOF This is not my moment it s their moment From B R x Ford ,141,207,1205,1412,video
CompanyJ_1387,Aguero scores in under a minute for the second game in a row via NBCSportsSoccer ,81,259,1781,2040,video
CompanyJ_1388,McVay turned 1 the day before Belichick s first Super Bowl appearance Hulu ,75,298,1484,1782,video
CompanyJ_1389,Luka wasn t feeling it via 90svon ,34,8899,58393,67292,video
CompanyJ_1390,11 years ago today David Tyree made one of the most iconic plays in NFL history to help the Giants dethrone the undefeated Patriots via nflthrowback ,149,6285,26986,33271,video
CompanyJ_1391,LeBron says he and Kyrie are in a good place after their phone call I love the man that he s becoming I love the challenges he s accepted and I always wish the best for him per joevardon ,187,841,6095,6936,photo
CompanyJ_1392,AGUERO HAT TRICK via brfootball ,32,303,1789,2092,photo
CompanyJ_1393,DSJ s first bucket as a Knick ,30,1042,8486,9528,video
CompanyJ_1394,Still asking teammates who they got New team same routine for DJ ,65,3131,27090,30221,video
CompanyJ_1395,Joakim gets showered with boos in his return to The Garden Reminder Knicks owe him 37M ,87,739,5059,5798,video
CompanyJ_1396, You got a 7 1 white guy on you my son could go by him Seton Hall s coach was fed up via CBBonFOX ,98,2210,10112,12322,photo
CompanyJ_1397,DSJ to DJ ,10,439,3611,4050,video
CompanyJ_1398,Kawhi showing love to a young fan via Raptors ,46,414,4433,4847,video
CompanyJ_1399,Steven Adams was completely frozen by this Kyrie move via Celtics ,66,2601,13641,16242,video
CompanyJ_1400,George Kittle Von Miller and other NFL stars give their over unders on Super Bowl prop bets including broadcast mentions of McVay s age ,136,105,637,742,video
CompanyJ_1401, When I suck I ll retire Tom Brady continues to shut down the idea of hanging it up via WillieMcGinest ,103,1731,8885,10616,photo
CompanyJ_1402, Let him leave in peace ,24,374,2909,3283,photo
CompanyJ_1403,The Patriots believe that using the TB12 Method contributed to Gronk s year long injuries per MikeGiardi ,105,142,993,1135,photo
CompanyJ_1404,OKC needed a bucket and Russ took it himself vs three defenders Game over ,74,2374,13968,16342,video
CompanyJ_1405,10 year old nailed the Shammgod AND the stepback via rome_the_writer IG ,72,2126,12947,15073,video
CompanyJ_1406,Saints fans turned out in droves to protest the Super Bowl via MichaelDeMocker ,79,2141,8279,10420,video
CompanyJ_1407,One Patriots player says Jared Goff will s t his pants when the defense throws new looks at him per MikeGiardi ,111,399,2194,2593,photo
CompanyJ_1408,This Magic Johnson Super Bowl preview is all you need ahead of the big game via NFLonCBS ,89,2218,6808,9026,video
CompanyJ_1409,Conor McGregor and his son in matching lavender suits at Super Bowl LIII ,73,4102,25262,29364,photo
CompanyJ_1410,Tom s ready via NFL ,20,2457,9962,12419,photo
CompanyJ_1411,This Rams pregame huddle via NFL ,33,839,4353,5192,video
CompanyJ_1412,Tony Romo said I ve been waiting to hear Welcome to the Super Bowl my whole life ,81,1433,9214,10647,photo
CompanyJ_1413,RT if you got the Rams in SBLIII ,33,7459,3751,11210,photo
CompanyJ_1414,RT if you got the Pats in SBLIII ,33,3658,1954,5612,photo
CompanyJ_1415,Beast Mode s outfit So real ,28,1681,8690,10371,photo
CompanyJ_1416,The greatest dynasty ever The next budding powerhouse HERE WE GO ,65,292,1525,1817,photo
CompanyJ_1417,INTERCEPTED ,12,586,3079,3665,photo
CompanyJ_1418,Tom Brady s first pass of Super Bowl LIII PICKED via NFL ,57,830,4054,4884,photo
CompanyJ_1419,There s a first time for everything ,36,319,2136,2455,photo
CompanyJ_1420,First sack of the postseason on Brady ,38,309,2345,2654,photo
CompanyJ_1421,Edelman s route running is ridiculous via thecheckdown ,55,698,4445,5143,photo
CompanyJ_1422,Julian Edelman 5 catches 74 yards Rams 32 total yards ,54,316,1961,2277,photo
CompanyJ_1423,Anyone seen this man SBLIII ,28,1120,5286,6406,photo
CompanyJ_1424, SBLIII ,8,2356,9961,12317,photo
CompanyJ_1425,Saints fans watching the Rams get shut out in the 1st half ,59,3040,12920,15960,photo
CompanyJ_1426, Second half is gonna be elite SBLIII ,38,1947,7648,9595,photo
CompanyJ_1427,Rams offense got shut down in the 1st half 0 points 57 total yards Two 1st downs All the lowest of the McVay era via NFLResearch ,129,287,1534,1821,photo
CompanyJ_1428,It actually happened ,21,26018,126255,152273,photo
CompanyJ_1429,Big Boi pulled up SBLIII ,25,1913,10030,11943,photo
CompanyJ_1430,BRUH ,5,486,4117,4603,link
CompanyJ_1431,Rough game for Goff 5 14 52 yards ,34,957,4953,5910,photo
CompanyJ_1432,Johnny Hekker just set a Super Bowl record with a 65 yard punt MVP so far ,74,1288,9668,10956,photo
CompanyJ_1433, ,1,678,4666,5344,photo
CompanyJ_1434,WE ALMOST HAD A TD ,19,1354,7359,8713,photo
CompanyJ_1435,,0,7395,29505,36900,photo
CompanyJ_1436,GRONK ,6,1152,4933,6085,photo
CompanyJ_1437,It s about that time Brady Gronk Pats score 1st TD of the game via NFL ,71,748,2862,3610,photo
CompanyJ_1438,Drove 50 yards down the field to throw an interception ,55,3033,12343,15376,photo
CompanyJ_1439,Stephon Gilmore was worth every penny via Patriots ,51,1183,5049,6232,photo
CompanyJ_1440, You ve still got a lot to learn ,33,1466,8352,9818,photo
CompanyJ_1441,Tom Brady didn t even have to score ,36,2050,6887,8937,photo
CompanyJ_1442,Patriots win Super Bowl LIII ,29,2600,6592,9192,video
CompanyJ_1443,GOAT Talk ,10,35767,111195,146962,photo
CompanyJ_1444,Julian Edelman is SUPER BOWL MVP His career could be a movie No scholarships out of HS Kent State QB 1 college catch for 11 yards No combine invite 7th round pick Brady s security blanket Clutch part of Pats dynasty 3x champ ,225,21925,86375,108300,photo
CompanyJ_1445,New England adds another Lombardi to the family ,48,869,3387,4256,video
CompanyJ_1446, We re still here Bill Belichick remembers the haters Everybody counted us out from the beginning of the season via NFLonCBS ,125,1747,8281,10028,video
CompanyJ_1447,Brady adds No 6 Hulu ,21,1184,4313,5497,video
CompanyJ_1448, ,1,1273,7456,8729,photo
CompanyJ_1449,Raiders will play in San Francisco at Oracle Park for 2019 season Announcement expected this week per rajmathai ,112,764,2710,3474,photo
